R_Mean,G_Mean,B_Mean,H_Mean,S_hsl_Mean,S_hsv_Mean,L_Mean,V_Mean,Lab_L_Mean,Lab_a_Mean,Lab_b_Mean,Red_Energy,Green_Energy,Blue_Energy,Gray_Energy,Hue_Energy,Sat_hsl_Energy,Sat_hsv_Energy,Light_Energy,Value_Energy,Red_Entropy,Green_Entropy,Blue_Entropy,Gray_Entropy ,Hue_Entropy,S_hsl_Entropy,S_hsv_Entropy,Light_Entropy,Value_Entropy,Red_Contrast,Green_Contrast,Blue_Contrast,Gray_Contrast,Hue_Contrast,S_hsl_Contrast,S_hsv_Contrast,Light_Contrast,Value_Contrast,Red_Homogeneity,Green_Homogeneity,Blue_Homogeneity,Gray_Homogeneity,Hue_Homogeneity,S_hsl_Homogeneity,S_hsv_Homogeneity,Light_Homogeneity,Value_Homogeneity,Red_Inverse,Green_Inverse,Blue_Inverse,Gray_Inverse,Hue_Inverse,S_hsl_Inverse,S_hsv_Inverse,Light_Inverse,Value_Inverse,Red_Correlation,Green_Correlation,Blue_Correlation,Gray_Correlation,Hue_Correlation,S_hsl_Correlation,S_hsv_Correlation,Light_Correlation,Value_Correlation,Red_SumMean,Green_SumMean,Blue_SumMean,Gray_SumMean,Hue_SumMean,S_hsl_SumMean,S_hsv_SumMean,Light_SumMean,Value_SumMean,Red_Variance,Green_Variance,Blue_Variance,Gray_Variance,Hue_Variance,S_hsl_Variance,S_hsv_Variance,Light_Variance,Value_Variance,Red_Cluster,Green_Cluster,Blue_Cluster,Gray_Cluster,Hue_Clustere,S_hsl_Cluster,S_hsv_Cluster,Light_Cluster,Value_Cluster,Red_MaxProb,Green_MaxProb,Blue_MaxProb,Gray_MaxProb,Hue_MaxProb,S_hsl_MaxProb,S_hsv_MaxProb,Light_MaxProb,Value_MaxProb,Purity
182,71,58,24.65975788,0.512995417,0.564656191,0.471911606,0.716033992,51.64905605,33.49022174,35.44116039,0.000281683,0.00030896,0.00033546,0.000306674,0.004056583,0.000634227,0.000455948,0.000336369,0.000389082,4.00559578,3.929651674,3.858884553,3.936310448,2.710902504,3.50312827,3.665947958,3.897527409,3.796758302,505.4324141,437.8926477,378.5826167,440.45932,365.2264588,183.7875071,226.5747948,422.4347759,500.3276003,0.148067825,0.151485642,0.15628982,0.152625222,0.292057431,0.199093009,0.170270143,0.154520702,0.150256574,0.081343444,0.084046967,0.087362329,0.085220489,0.241176818,0.128237914,0.098737584,0.086577684,0.079055395,69461280.07,44755135.3,29078665.9,39536279.5,565494.6393,17271748.66,20903082.01,30538348.32,41363473.11,137.2630235,120.1499686,98.4690273,122.3935959,28.67444028,49.9175,71.62852665,117.4081938,136.9466906,1357.949899,1114.318946,878.4543929,997.3228075,293.7602406,913.7901272,882.5518212,921.7438668,1347.423326,4926.36718,4019.383135,3135.234955,3548.83191,809.8145037,3471.373002,3303.63249,3264.540691,4889.365706,0.012146247,0.012148978,0.012161882,0.012209266,0.012556262,0.012245042,0.012179916,0.012603372,0.012204979,VL
177,77,62,26.47969197,0.477699526,0.534429353,0.46985154,0.695051149,51.55891993,29.92694905,33.15357597,0.000258064,0.000283807,0.00031061,0.000282108,0.00402278,0.000611949,0.000431909,0.000311708,0.000364441,4.003644898,3.930894087,3.862805108,3.936042987,2.711927298,3.501124961,3.671686107,3.897861461,3.794936966,479.715602,421.54447,367.7896012,422.0660889,350.2859263,180.3246992,226.8597451,405.0975787,474.8001601,0.14781422,0.150840182,0.155646262,0.151999528,0.292957845,0.197886224,0.169944496,0.154103261,0.149715725,0.082303607,0.084902151,0.089235941,0.085209912,0.243532792,0.127195295,0.099703639,0.086580089,0.078927984,70130188.39,45638258.38,30187338.51,40850265.45,604511.9912,16124766.32,20263650.75,31895148.16,41803124.25,137.4588045,120.2292078,98.14777322,122.4797485,28.68235489,50.70709515,72.84746285,117.3588127,137.1546519,1345.527853,1109.457944,885.7549039,1003.36289,293.2624537,861.6445286,852.7127143,932.7586794,1333.918828,4902.395808,4016.287307,3175.230015,3591.385473,822.7638885,3266.253415,3183.991112,3325.937139,4860.875152,0.011126791,0.011128083,0.01113706,0.011180074,0.011515855,0.011221172,0.011162252,0.011570954,0.011181177,VL
176,76,62,26.57010227,0.471666185,0.529123816,0.46708612,0.689567121,51.23565481,29.6246318,32.71892918,0.00025998,0.000286745,0.000314977,0.000285963,0.003743344,0.000628207,0.000426967,0.000315889,0.000374927,3.98099644,3.908599734,3.838970087,3.912313712,2.749290009,3.484505165,3.669502662,3.873357068,3.768990204,423.5229723,375.7703454,330.7967556,373.9708388,366.7803869,165.5146081,221.8166615,359.3303015,419.7682034,0.151739961,0.155007541,0.160029055,0.156278159,0.287068392,0.201012762,0.171147822,0.158277108,0.154009764,0.085490119,0.087891259,0.092342015,0.088982671,0.236537515,0.131954155,0.10116897,0.09025753,0.082510269,68571327.68,44634405.83,29032906.6,40116608.11,680641.0613,15765392.51,20266889.94,31135158.83,40810298.6,136.0076913,119.1036721,97.60536792,121.3190336,28.62258455,49.5094265,71.82218514,116.3706635,135.725041,1326.371464,1087.711487,858.2960701,984.8504056,311.1419528,853.2407632,847.5932515,911.3674476,1313.777892,4881.962885,3975.075601,3102.387525,3565.430784,877.7874242,3247.448445,3168.556345,3286.139489,4835.343364,0.010807946,0.010811353,0.010821306,0.010894614,0.011180032,0.010891498,0.010837501,0.01124179,0.010864745,VL
177,76,62,26.30423191,0.476911722,0.534039194,0.469372784,0.694297646,51.47928849,29.95044797,33.06989004,0.000263143,0.000289256,0.000316247,0.000287771,0.004003352,0.000608473,0.000426994,0.000315883,0.000372633,3.989222913,3.91784056,3.848178307,3.921699117,2.722908919,3.502837558,3.678102767,3.883352172,3.780317177,455.3749527,402.4724643,349.5738403,399.6142425,351.3969678,181.4308908,230.8393069,382.0066197,450.6550748,0.150762764,0.154331476,0.159137593,0.155798262,0.291412704,0.19914649,0.170013899,0.15726064,0.152915526,0.084565724,0.087953267,0.091928395,0.088642371,0.241919828,0.128941409,0.099759134,0.088781275,0.081880224,68820687.47,45041911.29,29588149.56,40215239.43,633207.9375,16488105.18,21110182.49,31321149.32,41145969.91,137.3132923,119.8940252,98.00577217,122.2219502,28.4399492,50.58504485,72.87140074,117.2121626,137.0199608,1330.127711,1098.238244,869.3638801,989.5421523,298.7012322,867.9942274,868.2516539,915.371997,1317.800554,4865.135891,3990.48051,3127.88168,3558.554367,843.4079611,3290.546019,3242.167309,3279.481368,4820.547142,0.011089828,0.011096156,0.011103663,0.011148864,0.011587545,0.011179957,0.011117429,0.011472697,0.011145411,VL
182,70,57,24.37906315,0.513301443,0.567710684,0.468752479,0.713015552,51.32600272,33.50817045,35.48379643,0.00028203,0.000309991,0.000337995,0.000307729,0.003993718,0.000644749,0.000447456,0.000338363,0.000393582,3.982585268,3.909057638,3.837998803,3.913730768,2.713924475,3.481796302,3.669790177,3.875174941,3.772907339,455.9946291,399.2944259,348.7814256,399.0822574,335.852678,171.9619059,226.3656059,383.2551831,451.6583319,0.150581698,0.154189742,0.159293252,0.15538182,0.293145049,0.200929346,0.171363109,0.157018089,0.1525292,0.083381078,0.086196173,0.090373061,0.087501705,0.243381873,0.130105678,0.100308885,0.087923481,0.079946803,65748147.54,42499965.54,27906218.72,37436772.12,580817.27,16241265.48,21199403.03,29204054.97,39429880.78,136.1533761,118.694046,96.91051863,121.044545,28.36853938,50.34196817,73.19452657,116.0696544,135.8396591,1309.703604,1072.674462,849.1350183,957.7852021,280.2997975,875.6075023,879.4639676,887.970089,1300.238565,4782.819788,3891.403422,3047.758648,3432.058551,785.3465121,3330.468103,3291.490265,3168.625173,4749.295927,0.01190676,0.011909896,0.011922062,0.01195286,0.012304004,0.011997254,0.011938072,0.012322,0.0119648,VL
180,72,59,25.07177716,0.501291477,0.555096964,0.469024007,0.706585489,51.35388356,32.35834043,34.59935363,0.000272727,0.000298331,0.000326785,0.000297331,0.003856815,0.000622654,0.000439635,0.000327909,0.000382435,3.995863436,3.923177593,3.851509927,3.927064555,2.737370895,3.504130758,3.676324075,3.887627457,3.785098556,464.1998714,406.746124,355.0112441,407.4223811,360.2577606,179.0967235,225.0316407,391.1417141,459.9991669,0.150752978,0.153446251,0.158886728,0.155151832,0.289891079,0.200326613,0.171249917,0.157324634,0.152866634,0.08371089,0.086662133,0.090663457,0.088091504,0.23945786,0.130140504,0.100929845,0.089103601,0.081322459,73233356.05,47412004.12,30779472.34,42168000.59,643720.3951,17446250.43,21774013.26,32754724.7,43271497.69,136.3426791,119.0707103,97.53187354,121.3931632,28.48189972,50.25540113,72.30396254,116.4627509,136.0467868,1372.752496,1124.625527,888.5489815,1014.328163,302.184537,905.3194628,887.0545633,939.5800566,1361.228458,5026.810113,4091.755984,3199.184682,3649.890269,848.4803872,3442.181128,3323.186612,3367.178512,4984.914667,0.011662103,0.01165727,0.011672046,0.011734169,0.012056752,0.011756461,0.011692251,0.01210368,0.011718827,VL
180,72,58,24.8187672,0.504188502,0.558714383,0.468437045,0.707659307,51.32247713,32.56856796,34.8640643,0.000279213,0.000305084,0.000334433,0.00030339,0.004117096,0.000646485,0.000456559,0.000335757,0.000389304,3.99107839,3.917699563,3.841476248,3.921812514,2.704686819,3.488278041,3.661619889,3.880356203,3.779876844,463.654761,404.966104,348.885166,403.4155388,334.9797934,182.2826461,231.120683,385.6658258,459.0823317,0.150603674,0.154567531,0.159568656,0.155752781,0.293913744,0.200502208,0.172071813,0.157440301,0.152661416,0.083428627,0.086347614,0.091465152,0.087959558,0.244132514,0.129118599,0.101717948,0.088241867,0.080631452,71738043.1,46800155.7,29795656.44,41319639.6,544483.4692,16406596.17,20311710.13,31664266.92,42608795.45,136.2435286,118.9202741,97.07613253,121.2276136,28.35837313,50.49345451,72.95015342,116.2113582,135.928261,1363.702071,1119.548989,872.8766846,1004.019332,275.1079441,894.5304169,869.6915321,925.7852301,1353.347527,4991.153522,4073.229851,3142.621573,3612.66179,765.4519831,3395.839021,3247.645445,3317.475095,4954.307776,0.011882791,0.01188919,0.011890986,0.011933944,0.012306755,0.01198392,0.011912133,0.012334181,0.011940422,VL
180,75,62,25.75753567,0.488633722,0.542767327,0.47322119,0.704505416,51.84700035,31.11236539,33.84604822,0.000264811,0.000290336,0.000313574,0.000288751,0.004062161,0.000617226,0.00043254,0.000316543,0.000368883,4.010986997,3.939877888,3.875270197,3.944508375,2.708298956,3.506950115,3.677310494,3.907834558,3.805214841,517.8630761,453.6120108,397.1055527,452.7478371,354.7960865,194.7316346,242.5894523,435.2639142,512.0044592,0.14565425,0.149082494,0.153099734,0.150155694,0.292022656,0.198695898,0.169892627,0.151653244,0.147714496,0.08006779,0.082270954,0.085218634,0.0847926,0.242215552,0.128984904,0.100592488,0.084556654,0.077810571,64939900.43,43379039.6,29253737.15,38284769.87,563608.9798,16750882.86,20745938.25,29718417.5,39256166.1,138.4280139,121.2004473,99.39657504,123.4783553,28.495504,50.20850184,71.82507553,118.4607474,138.1200008,1324.777885,1106.236712,887.2724963,990.6136823,288.64085,896.0699485,870.6959915,918.3920638,1312.95012,4781.248464,3971.334838,3151.984432,3509.706892,799.7673134,3389.548159,3240.194514,3238.304341,4739.796021,0.011396432,0.0114005,0.011411192,0.01144868,0.011785014,0.011495183,0.011431899,0.011822518,0.011450738,VL
178,75,61,25.84488096,0.485105722,0.5412677,0.46865457,0.697533285,51.39519359,30.66587753,33.58435059,0.000259024,0.000283643,0.000311708,0.000283319,0.00383991,0.000603882,0.000419087,0.000312528,0.000371997,3.98890694,3.920122104,3.851942895,3.923189657,2.734042558,3.505544431,3.682795999,3.884379235,3.777771719,434.7930648,386.2044134,341.2750779,384.668096,354.0098799,171.4204891,226.5414568,370.0076444,430.7357504,0.152936984,0.155758579,0.160779314,0.15707051,0.289264372,0.198273435,0.170435288,0.15965746,0.155245633,0.086354774,0.08926363,0.093263585,0.089646435,0.238388779,0.127444133,0.100199566,0.091620554,0.083644189,75021397.34,49218881.97,32240997,44125558.82,591835.8179,16477093.93,21541424.71,34371154.33,44229866.51,136.6734627,119.4671175,97.57374657,121.7343516,28.45237024,50.66155753,72.89218261,116.6692138,136.3756651,1367.110462,1128.652001,899.1328867,1022.999659,289.6927316,859.6430937,869.0284359,950.0137959,1356.519328,5033.648785,4128.403592,3255.256469,3707.330539,804.7610466,3267.151886,3249.572287,3430.047539,4995.341562,0.010968643,0.010968958,0.010981057,0.011046917,0.011356909,0.011047632,0.010995142,0.011380357,0.011025902,VL
184,70,57,23.94258808,0.522907866,0.574551877,0.471846615,0.720449859,51.61854214,34.23319592,36.03250107,0.000278074,0.000302793,0.000330695,0.000300536,0.004090348,0.000634422,0.000456352,0.000330757,0.000382455,4.00845498,3.937141223,3.865375467,3.941407348,2.707131014,3.50818377,3.670609962,3.9018278,3.799572475,485.007761,427.6043664,373.035471,427.9666352,343.3849768,186.7713877,233.2599558,410.5039612,480.5382271,0.148846788,0.152468168,0.156900512,0.153754927,0.29267086,0.197134949,0.170222211,0.155489789,0.151044902,0.081691458,0.084821844,0.088568221,0.086107981,0.242348502,0.126463251,0.099212264,0.086926523,0.079419542,76271147.38,49808346.09,31824120.97,44115332.86,561816.7324,17141153.72,20585310.55,33741807.57,45157284.04,137.4187719,119.7746003,97.78151787,122.1561405,28.32748692,51.31115002,73.30647956,117.1616194,137.1093173,1403.794812,1159.676021,911.1024248,1042.537739,282.3631247,919.0516693,878.4032451,963.0659436,1392.648281,5130.171485,4211.09972,3271.374228,3742.184322,786.0675219,3489.43529,3280.353025,3441.759813,5090.054896,0.012097765,0.012105183,0.012111304,0.01212591,0.012510643,0.012190984,0.012135029,0.012482336,0.012155391,VL
185,68,55,23.3414351,0.533465818,0.584458282,0.471530767,0.726249724,51.55992372,35.3898217,36.78707314,0.000289194,0.000316059,0.000344902,0.000314709,0.00404114,0.000650086,0.000465092,0.000344038,0.000398676,3.999209659,3.925039352,3.851026492,3.929848232,2.711705872,3.494164708,3.665473298,3.890264946,3.78993286,487.0481344,426.8493467,370.954495,426.3822078,341.3594959,183.2959152,233.1784879,408.9759803,483.5333033,0.148514659,0.151940586,0.157111159,0.15322599,0.293083691,0.20002266,0.171654178,0.155222827,0.150753209,0.081282955,0.083669188,0.088589187,0.085590217,0.242641394,0.128482834,0.100639101,0.086288952,0.078782305,69927081.9,44941553.36,28618366.02,39407059.62,589919.95,17101450.37,20885425.16,30175749.46,41525542.12,136.8402065,119.2965734,97.46482471,121.6671976,28.4618439,50.57352565,72.85133509,116.6898682,136.5215077,1356.686799,1111.177912,867.8790228,989.965401,285.6016999,918.5416486,888.386566,912.7862928,1347.343354,4939.699063,4017.862303,3100.561596,3533.479396,801.0473035,3490.870679,3320.367776,3242.169191,4905.840112,0.012435917,0.012443443,0.012450631,0.012510478,0.012859912,0.012544394,0.012477376,0.012805381,0.012497686,VL
184,68,56,23.47259904,0.526744097,0.578039412,0.470638774,0.721770661,51.44296055,34.84419184,36.27137566,0.000286087,0.000311786,0.000342093,0.000311372,0.004069252,0.000649663,0.00046489,0.000341287,0.000393691,3.998655151,3.925570449,3.849913248,3.929622931,2.71251014,3.496168841,3.664815495,3.889566871,3.788993742,484.5609381,420.8836481,364.3966697,419.5206284,344.3555657,192.5318559,237.7064586,402.5120134,480.1921292,0.149141692,0.152718802,0.157870801,0.154000588,0.292952314,0.19972071,0.171016224,0.15585476,0.151174814,0.082400865,0.084952903,0.089725296,0.086841519,0.241723648,0.129387605,0.099356007,0.086446291,0.079357412,71866885.5,46704649.73,29555035.39,40968207.63,556922.9143,17071567.99,20795501.72,31298401.55,42699234.96,136.5193223,118.9162821,97.42845086,121.3468436,28.11393317,50.37640121,72.51635446,116.5069172,136.207173,1372.52511,1126.708765,879.7210518,1005.802877,281.1165527,922.6560642,890.7007315,927.7518978,1362.074073,5005.539502,4085.95141,3154.487537,3603.690878,780.1106449,3498.092401,3325.096468,3308.495578,4968.104162,0.012310276,0.012317255,0.01232437,0.012401595,0.012756376,0.012411434,0.012350772,0.012726593,0.012370454,VL
179,74,61,25.37526042,0.491074621,0.546491864,0.469695063,0.701760825,51.48118354,31.22976382,33.97478804,0.000267097,0.000292186,0.000320232,0.00029145,0.00418398,0.000622226,0.000444223,0.000321216,0.000372292,4.011143678,3.939197209,3.865440797,3.944250279,2.697680889,3.506862252,3.671487267,3.903062595,3.801971929,505.6520357,442.1677227,382.6690378,443.2694071,330.4526098,187.3652732,231.818127,424.8177073,500.6150113,0.147298601,0.150375434,0.155279012,0.151552662,0.294258526,0.196953952,0.16913674,0.153729351,0.14938049,0.081567108,0.083528771,0.087433188,0.085049466,0.244399516,0.126318564,0.098530257,0.085760249,0.079279963,72209204.95,46841998.93,29769985.48,41586974.02,522606.313,16647113.78,20152326.65,31755162.14,42766015.02,137.2713971,119.701309,97.72656534,122.0679428,28.18734738,51.04703912,73.20284742,117.0463346,136.9508416,1373.382088,1129.990857,885.0167716,1018.088048,269.9500277,893.4902893,863.6373538,939.7858602,1363.15122,4987.876316,4077.795704,3157.398049,3629.082786,749.347501,3386.595884,3222.731288,3334.325733,4951.989869,0.01165386,0.011659218,0.01167019,0.011745512,0.012059979,0.011746719,0.011689806,0.012093313,0.011708187,VL
183,68,56,23.74590034,0.524913492,0.578335303,0.467984189,0.718197541,51.23298858,34.57130998,36.24944671,0.000296189,0.000323274,0.000354537,0.000322323,0.004219991,0.000672812,0.000470628,0.000352717,0.000409048,3.989047788,3.915959685,3.838944665,3.919903244,2.686785213,3.480110352,3.662687545,3.88076712,3.777542769,481.4835559,420.3924441,362.7252817,421.2299805,318.7316387,177.8256922,229.2933552,403.0313032,477.4747445,0.149655797,0.153706287,0.159030839,0.15484988,0.297221054,0.200775894,0.171476399,0.156714349,0.151916993,0.081962846,0.085979881,0.0900896,0.087308343,0.247664549,0.129306658,0.099917369,0.086898182,0.079378107,66467380.86,43120735.76,27459448.84,37350084.45,538674.797,16285261.2,20704785.3,28797002.43,39510321.99,135.5874755,118.1084696,96.24250943,120.4498582,28.33583316,50.54181682,73.50668396,115.4646069,135.2671389,1330.232123,1088.553217,850.3324714,965.4111321,267.1079707,904.4262878,886.1790292,891.084624,1321.510686,4839.444937,3933.820423,3038.604604,3440.414548,749.7002441,3439.879459,3315.422762,3161.307193,4808.568001,0.012585378,0.01258817,0.012599065,0.012656752,0.013022118,0.012686576,0.012621484,0.013000316,0.012649476,VL
181,72,58,24.64877073,0.507872328,0.561744184,0.470178443,0.711420105,51.50639875,32.90231255,35.13399349,0.000279842,0.000305605,0.000333266,0.000305082,0.004138305,0.000644535,0.000450942,0.00033559,0.00038969,3.998601881,3.926769822,3.856396472,3.931318228,2.69567354,3.492228029,3.669435144,3.892673462,3.788980337,494.8041085,429.7401627,374.4166877,431.5126912,330.9679757,181.3347396,229.8077471,414.5959089,489.7862588,0.148243464,0.151825804,0.15606481,0.152909683,0.29496411,0.199720567,0.170619146,0.154481578,0.150414199,0.082107355,0.084458622,0.087396091,0.085808309,0.243730861,0.128767767,0.099106333,0.087215227,0.079208975,67863659.57,44795645.1,29029179.87,39171801.35,503483.7446,16472349.05,20936474.66,30212937.5,40322280.17,136.9046666,119.5707513,97.64951269,121.8810635,28.35085747,50.47672749,72.81163891,116.8136936,136.5916317,1339.829712,1109.444798,876.1617467,989.764352,265.8091515,895.056495,880.4711316,915.0677571,1330.496694,4864.51474,4008.039031,3130.230299,3527.544717,732.2686304,3398.89124,3292.076779,3245.675119,4832.200517,0.012016339,0.012010846,0.012018288,0.01210153,0.01243442,0.0121204,0.012047389,0.01249326,0.012077201,VL
182,70,57,24.51923579,0.515220318,0.569004376,0.468555499,0.713565006,51.32137897,33.58633398,35.6114903,0.0002794,0.000306508,0.00033686,0.000305063,0.004032386,0.000642149,0.000453211,0.000334991,0.000391167,3.988334985,3.914435877,3.839655899,3.919034488,2.713549458,3.486954808,3.663860273,3.879502048,3.776905403,449.1039426,397.7496604,344.4147974,394.837821,350.2849198,174.842488,225.5020636,377.3432861,445.4061668,0.1520249,0.155190596,0.160327539,0.15689446,0.292512187,0.200862122,0.172064014,0.158725753,0.154058895,0.085837214,0.087196023,0.092626802,0.089666678,0.244174859,0.129758314,0.101174638,0.089541846,0.082115266,72466996.96,46049714.89,29295288.12,40900578.87,606185.7281,16531143.33,20720827.22,31677587.98,42882346.97,136.038859,118.7307337,96.77432506,121.0198556,28.69028187,50.58734115,73.23370749,115.9520566,135.7436366,1361.987129,1110.030215,867.6224242,996.6791852,292.9205712,886.739892,873.6786431,920.982558,1351.560916,4998.844574,4042.371198,3126.074899,3591.87892,821.3973651,3372.11708,3269.212509,3306.586946,4960.837496,0.011869619,0.011875391,0.01188036,0.011945149,0.012275495,0.011966287,0.011903756,0.012282946,0.011930469,VL
181,71,58,24.4413629,0.508696885,0.563114373,0.468032166,0.709567312,51.26229346,33.01457415,35.14924917,0.000282734,0.000308946,0.00033847,0.000307986,0.004106035,0.000654004,0.000454861,0.000338408,0.000392054,3.987773042,3.914562148,3.839826457,3.918580253,2.700012743,3.484684394,3.664216415,3.878534241,3.77881016,464.7569084,403.0068895,348.8083262,401.911149,323.6424555,184.3399097,231.7072792,385.3466687,461.3424111,0.150896855,0.154543121,0.1596572,0.155935643,0.294335921,0.201427034,0.172279053,0.157532838,0.152974707,0.084377387,0.087651203,0.090726153,0.087797849,0.2443167,0.131257867,0.100497018,0.088478626,0.081196939,70852467.64,46023852.58,29456734.28,40494977.23,535796.4968,16566496.79,20882744.46,31251799.62,42318633.61,136.0161606,118.5460366,96.76620733,120.9105037,28.22288363,50.57744743,73.18056591,115.9392993,135.6987137,1356.488027,1109.585146,868.1438328,992.5955488,267.7394242,904.242575,879.943868,917.0781951,1347.616173,4961.195201,4035.333694,3123.767005,3568.471046,747.3152415,3432.63039,3288.068193,3282.966112,4929.122281,0.012026709,0.012030418,0.012046502,0.012113815,0.012459019,0.012125001,0.012069838,0.01245674,0.012088496,VL
179,75,62,25.48601955,0.486533632,0.541730955,0.472204812,0.702391898,51.72344859,30.94288663,33.68896095,0.000265142,0.000291048,0.000316561,0.000289801,0.004075444,0.000612517,0.000433088,0.000318165,0.000369945,4.006261247,3.93388911,3.864464913,3.93830028,2.707686494,3.512767137,3.677384637,3.900257419,3.800398274,512.0184131,447.3046413,388.7711646,447.9712128,334.0852665,194.657663,238.3706943,429.510928,506.9782497,0.146855029,0.150485527,0.154479422,0.151398209,0.294058722,0.197544903,0.169287078,0.153212201,0.148909351,0.081027836,0.084823052,0.08727613,0.084286277,0.244958055,0.126519064,0.099069165,0.085866474,0.07810487,65028169.25,42731470.91,27877475.83,37763578.69,575071.8261,16656592.11,20622946.51,29152406.66,39337788.03,138.3137733,120.6437455,98.84134282,123.0493941,28.08372194,50.59627387,72.52814669,118.1158618,138.0018245,1319.487414,1091.956579,862.9154365,980.0736726,280.2196998,885.1497429,867.0061352,904.7943087,1308.516218,4765.931242,3920.521676,3062.890582,3472.323478,786.7935325,3345.941309,3229.653847,3189.666307,4727.08662,0.011330895,0.011332841,0.011344027,0.011417495,0.011732113,0.01142727,0.011363926,0.011773813,0.011384805,VL
183,71,58,24.46625481,0.512961855,0.565086786,0.47234047,0.716203445,51.67196042,33.45481522,35.38918881,0.000281168,0.000307296,0.000332975,0.000306824,0.004068419,0.000621067,0.000445173,0.000335481,0.00038759,4.004605344,3.932090337,3.864527473,3.936716872,2.709046119,3.515198799,3.682880589,3.899395579,3.79821896,506.8511049,442.6567822,384.6562,443.4511799,352.6980288,192.4966368,236.6538555,425.3080253,501.4118945,0.148970968,0.152600677,0.156820147,0.15386391,0.292667315,0.199099948,0.171307497,0.155583414,0.151081143,0.0824063,0.085542193,0.088843768,0.086646995,0.243184901,0.128458297,0.100991046,0.086841851,0.079946701,69199417.82,45368381.43,29816483.69,39714945.48,611470.6312,18092800.76,22500497.4,30684626.45,41429251.96,137.6581461,120.0826752,98.39968341,122.486503,28.39879676,50.58912353,72.40621941,117.5903851,137.3650573,1356.242026,1121.653268,889.9811786,1001.720471,296.3993401,931.708702,910.8686898,925.7853957,1343.864691,4918.117,4043.956289,3175.268515,3563.430705,832.8993317,3534.338171,3406.820904,3277.833558,4874.04687,0.012096873,0.012100683,0.012110345,0.012201527,0.012508752,0.012197058,0.012132865,0.012566381,0.012153931,VL
182,72,59,24.81076458,0.50871097,0.560794107,0.472626944,0.714167051,51.71805131,33.02428541,35.10714514,0.000276668,0.000301668,0.000327578,0.000299934,0.004034711,0.000626515,0.000446945,0.000328545,0.000382523,4.008375971,3.938288337,3.870933069,3.943002207,2.719437131,3.511698349,3.677918911,3.905230185,3.801512866,512.7246538,448.1362288,390.7994631,448.7533285,366.538107,196.7068393,234.6564183,430.9248119,506.8454475,0.147726084,0.151093684,0.155565883,0.152408895,0.292223317,0.198000738,0.16984131,0.154132725,0.149871755,0.081563155,0.083883525,0.087240285,0.085838221,0.242929082,0.127507439,0.098591206,0.086272383,0.079361007,70130284.51,46376576.71,30503141.49,40742188.25,651056.1554,17584589.23,21633486.55,31636663,41925004.16,137.7080943,120.32009,98.65449772,122.6681729,28.62340998,50.46839754,72.08419352,117.7328415,137.411306,1364.13201,1132.770208,902.0167825,1014.213787,309.7206551,927.1627374,898.3634461,938.104139,1352.368652,4943.803385,4082.944604,3217.267667,3608.101819,872.3445133,3511.94411,3358.797366,3321.491744,4902.629159,0.011961962,0.011971183,0.011979839,0.012020868,0.012402708,0.012058765,0.012003383,0.012391775,0.01201813,VL
185,68,55,23.28629045,0.533536295,0.585484003,0.471275986,0.725685385,51.55427549,35.24493392,36.78962471,0.000292078,0.000317882,0.000345729,0.000316828,0.004303893,0.000635825,0.000459072,0.000344366,0.000398863,4.001339594,3.928734831,3.85535127,3.93278261,2.682308158,3.507280816,3.678462592,3.893228661,3.79361077,503.1069014,437.3015629,377.5404643,437.9248421,314.0162493,191.6372711,237.494839,419.1961648,498.1574425,0.148264891,0.151883945,0.156553372,0.153117477,0.298267537,0.199065207,0.170217679,0.15470229,0.150314189,0.080572382,0.083446658,0.088180108,0.086214569,0.249664079,0.128065336,0.098066913,0.08581588,0.077641644,68965670.2,45195584.08,28868107.06,39318834.38,525456.1948,17765806.24,22102648.86,30109237.47,41161482.92,137.2486059,119.2962792,97.09915944,121.760859,28.14120933,51.61302046,74.21551957,116.7211634,136.9353498,1354.356561,1118.290978,874.3510242,992.8291253,263.221032,928.1647569,908.7327139,913.3898303,1344.163281,4914.319344,4035.86235,3119.863632,3533.391659,738.8678788,3521.021756,3397.436017,3234.363156,4878.49568,0.012578342,0.012583468,0.012588324,0.012652426,0.013015967,0.01268088,0.012612613,0.0129235,0.012638381,VL
179,74,61,25.30952457,0.490793511,0.546320538,0.470026832,0.702228897,51.5105225,31.29005973,33.97964393,0.000267436,0.000293259,0.000319593,0.000292191,0.004042833,0.00062456,0.000437748,0.000321611,0.000375387,3.989615581,3.918453626,3.849617726,3.922352329,2.706470174,3.492905638,3.669278578,3.882605108,3.781245066,450.4561898,394.5067876,345.2119078,392.9330398,332.4905869,179.6635464,231.914311,377.3258803,446.0455792,0.150468557,0.153622831,0.158091578,0.155084937,0.293054227,0.199308988,0.170679948,0.156837059,0.152659655,0.083608736,0.086069391,0.089632133,0.087669705,0.243097064,0.129566204,0.100006582,0.088871552,0.08147714,69363961.68,45882534.83,30088875.52,40779874.45,527515.9578,16263825.28,20322797.38,31576549.03,41670892.13,137.2228302,119.8141187,97.96298898,122.1336475,28.19156171,50.54777502,72.80682118,117.1358399,136.9025664,1338.337274,1108.266244,877.12531,996.4872885,269.9629547,874.876501,859.8132306,922.4815475,1328.155938,4902.892906,4038.558188,3163.289332,3593.016114,747.3612319,3319.842457,3207.338611,3312.60031,4866.578171,0.011337996,0.011340377,0.011346993,0.011413485,0.011724702,0.011422438,0.011368635,0.011744366,0.011391652,VL
